Nr_Proby;Algorytm;Struktura;Typ_Danych;Rozmiar;Pivot;Shell_Option;Distribution;Czas_ms
49;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Ascending50Per;8.128
50;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Ascending50Per;11.1328

SREDNIA;;;;; ; ;7.7933
1;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.6522
2;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.0065
3;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.0654
4;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.3017
5;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;5.73
6;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.9426
7;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.6091
8;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.8697
9;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.4919
10;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;14.2493
11;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.5465
12;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.5372
13;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.993
14;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.0287
15;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.9372
16;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.2405
17;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;5.4397
18;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.0644
19;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.7437
20;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.0765
21;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;6.2527
22;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;5.2708
23;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.4437
24;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.5149
25;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.4823
26;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.575
27;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.5868
28;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;4.5474
29;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.4837
30;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.3632
31;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.8107
32;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.9358
33;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.5388
34;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.951
35;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.719
36;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.5944
37;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.5611
38;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.6424
39;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.6351
40;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.4139
41;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.718
42;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.4703
43;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.6728
44;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.9334
45;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.9178
46;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.904
47;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.5593
48;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.8611
49;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.4574
50;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;Descending;3.3771

SREDNIA;;;;; ; ;4.19439
1;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.7882
2;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.712
3;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.7121
4;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.8628
5;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.9561
6;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.7807
7;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.184
8;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.8074
9;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.8704
10;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;6.0297
11;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.1754
12;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.0292
13;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.821
14;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;7.6585
15;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.9698
16;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.1767
17;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;7.6257
18;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;8.0649
19;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;7.4508
20;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;9.8831
21;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.7131
22;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;7.0882
23;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;8.3584
24;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.4755
25;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.4175
26;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.4307
27;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.0718
28;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;5.0769
29;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.6608
30;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.523
31;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.6466
32;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.6428
33;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;6.1448
34;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.7016
35;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.9156
36;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.6741
37;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.6137
38;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.4104
39;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.8308
40;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.313
41;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.7302
42;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.4544
43;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.9767
44;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.5068
45;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.9601
46;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.5448
47;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.4196
48;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.4179
49;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.2755
50;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Random;4.3739

SREDNIA;;;;; ; ;5.31855
1;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.6977
2;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;4.3376
3;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.7461
4;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5544
5;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;4.1146
6;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5703
7;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.2418
8;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5238
9;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.6668
10;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4518
11;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4444
12;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4721
13;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4924
14;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4519
15;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5877
16;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5381
17;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4633
18;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5363
19;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5694
20;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5162
21;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4552
22;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4448
23;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4984
24;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5796
25;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4915
26;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4348
27;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5581
28;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5139
29;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.5455
30;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4904
31;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4188
32;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.4102
33;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.7991
34;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.9584
35;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.3656
36;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.2043
37;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.4788
38;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.9463
39;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.733
40;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.3048
41;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.9001
42;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.778
43;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.7427
44;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.9863
45;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.5242
46;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.7693
47;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;4.5824
48;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;3.4461
49;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.866
50;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending;2.9259

SREDNIA;;;;; ; ;2.84258
1;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;5.5326
2;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.9401
3;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;5.0057
4;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.876
5;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.702
6;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;7.8164
7;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;5.7934
8;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;5.3013
9;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.3646
10;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.7803
11;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.4921
12;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.9198
13;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.6841
14;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.5733
15;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.6374
16;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.6921
17;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.1727
18;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.0713
19;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.2494
20;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.2216
21;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.3093
22;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;6.7523
23;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;5.115
24;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.4754
25;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.7741
26;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.5271
27;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.666
28;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;5.4978
29;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.1554
30;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.2873
31;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.1996
32;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.7399
33;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;5.7543
34;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.9777
35;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.5904
36;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.4116
37;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.3
38;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.3475
39;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.2456
40;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.3904
41;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.8937
42;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.1669
43;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.8222
44;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.0305
45;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.4776
46;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.5564
47;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.3784
48;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.7446
49;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.4443
50;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Ascending50Per;4.7077

SREDNIA;;;;; ; ;4.7513
1;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7755
2;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.0683
3;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.9676
4;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.2527
5;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.8171
6;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.6792
7;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7225
8;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7871
9;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7594
10;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7941
11;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.8286
12;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.0172
13;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7979
14;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.4272
15;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.4892
16;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.5697
17;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.4277
18;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;4.6143
19;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.4804
20;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;4.0464
21;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.8051
22;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.9824
23;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.0968
24;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.9227
25;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.0057
26;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;5.69
27;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.633
28;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.1607
29;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.1083
30;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.0487
31;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.1846
32;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.95
33;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.0947
34;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.017
35;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.9194
36;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.8121
37;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7983
38;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.714
39;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.8275
40;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.6805
41;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7487
42;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.7322
43;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.8763
44;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.9913
45;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.6728
46;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.0321
47;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.9332
48;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.3282
49;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;2.8601
50;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;Descending;3.1021

SREDNIA;;;;; ; ;3.12101
